binding_residue_fraction,contact_density,contacted_dna_chain_count,identifier,interface_aromatic_residue_fraction,interface_aspect_ratio,interface_hydrophobic_residue_fraction,interface_negative_residue_fraction,interface_polar_residue_fraction,interface_positive_residue_fraction,interface_radius_normalized,interface_region_count,largest_interface_region_fraction
0.2857142857142857,0.1553956834532374,2,1A1G_A,0.08333333333333333,3.4411582092379596,0.125,0.125,0.2916666666666667,0.4583333333333333,4.594411736430891,4,0.4166666666666667
0.25882352941176473,0.155049786628734,2,1A1H_A,0.09090909090909091,3.558672782719532,0.13636363636363635,0.13636363636363635,0.2727272727272727,0.4090909090909091,4.478414154188765,3,0.36363636363636365
0.2823529411764706,0.15819209039548024,2,1A1I_A,0.08333333333333333,3.67922218410739,0.16666666666666666,0.16666666666666666,0.125,0.5416666666666666,4.81523770897033,3,0.7083333333333334
0.08455882352941177,0.056555863342566945,2,1A36_A,0.06521739130434782,1.2659326340284585,0.1956521739130435,0.043478260869565216,0.30434782608695654,0.41304347826086957,4.8300630398956415,10,0.5434782608695652
0.042105263157894736,0.0283311199645861,2,1A3Q_A,0.08333333333333333,2.8828369574402744,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.5,4.193709421227444,2,0.9166666666666666
0.11235955056179775,0.100355871886121,2,1A66_A,0.05,2.8790289360400654,0.1,0.1,0.25,0.55,3.8752703815680145,2,0.9
0.275,0.3567073170731707,1,1A6B_B,0.18181818181818182,5.347849479652178,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.36363636363636365,3.296195913601628,1,1.0
0.14814814814814814,0.06907630522088354,3,1A73_A,0.041666666666666664,3.3063461876256834,0.2916666666666667,0.0,0.3333333333333333,0.25,4.171784111288406,1,1.0
0.2823529411764706,0.16853932584269662,2,1AAY_A,0.08333333333333333,3.5827166350856063,0.125,0.16666666666666666,0.16666666666666666,0.5416666666666666,4.804470022184405,3,0.75
0.3235294117647059,0.22167487684729065,2,1AHD_P,0.09090909090909091,4.420861322581992,0.2727272727272727,0.0,0.2727272727272727,0.5,4.3009206147967225,2,0.6363636363636364
0.15469613259668508,0.08062234794908062,2,1AIS_A,0.14285714285714285,2.7583099958764996,0.42857142857142855,0.07142857142857142,0.2857142857142857,0.10714285714285714,4.869277687128802,1,1.0
0.046632124352331605,0.018880208333333332,2,1AIS_B,0.0,7.6385346341097575,0.1111111111111111,0.0,0.3333333333333333,0.4444444444444444,4.8756420121750805,3,0.5555555555555556
0.21794871794871795,0.1669421487603306,2,1AKH_B,0.23529411764705882,3.4392510158148006,0.23529411764705882,0.0,0.29411764705882354,0.47058823529411764,3.740974796420652,3,0.5294117647058824
0.12195121951219512,0.11875,2,1AM9_C,0.1,8.232680577767093,0.2,0.1,0.3,0.5,4.562225946119654,2,0.8
0.08139534883720931,0.05718270571827057,2,1AN2_A,0.0,8.657689650992625,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,4.829596896950396,2,0.7142857142857143
0.2,0.1404494382022472,2,1AN4_A,0.0,5.792034272519158,0.0,0.07692307692307693,0.46153846153846156,0.38461538461538464,5.347833242134716,3,0.6153846153846154
0.1391304347826087,0.07386363636363637,2,1AOI_C,0.0,4.502205569939168,0.1875,0.0,0.125,0.625,6.690515915634195,3,0.4375
0.18181818181818182,0.08025477707006369,2,1AOI_D,0.05555555555555555,5.585150479775484,0.1111111111111111,0.05555555555555555,0.3888888888888889,0.4444444444444444,6.832406425448935,3,0.6666666666666666
0.19827586206896552,0.12580645161290321,2,1AOI_E,0.08695652173913043,5.318148248622129,0.30434782608695654,0.0,0.21739130434782608,0.391304347826087,6.541492079875818,4,0.391304347826087
0.14545454545454545,0.10474090407938258,2,1AWC_A,0.375,2.040473985182975,0.5625,0.0,0.3125,0.375,3.6129080352969742,2,0.875
0.22727272727272727,0.16135084427767354,2,1AZP_A,0.13333333333333333,2.740692813066197,0.3333333333333333,0.0,0.3333333333333333,0.4,3.6175089853460762,1,1.0
0.1836734693877551,0.13244444444444445,2,1B3T_A,0.1111111111111111,1.8595000044496524,0.14814814814814814,0.0,0.2962962962962963,0.37037037037037035,3.7584456827267867,2,0.9629629629629629
0.2318840579710145,0.14756944444444445,2,1B69_A,0.1875,2.68410777761322,0.3125,0.0625,0.1875,0.4375,3.7811208875434055,3,0.8125
0.20689655172413793,0.12101910828025478,2,1B8I_B,0.16666666666666666,3.3589354758135213,0.25,0.0,0.4166666666666667,0.4166666666666667,4.381141028393515,4,0.5833333333333334
0.11475409836065574,0.055857637172516066,2,1B96_A,0.07142857142857142,2.5466530431512986,0.10714285714285714,0.07142857142857142,0.5714285714285714,0.17857142857142858,3.9098195561965636,1,1.0
0.0942622950819672,0.04896142433234421,2,1B97_A,0.043478260869565216,2.5171499811742284,0.08695652173913043,0.043478260869565216,0.6956521739130435,0.08695652173913043,4.105765276605091,1,1.0
0.15873015873015872,0.1593625498007968,2,1BBX_C,0.1,5.765216512341546,0.3,0.1,0.1,0.3,4.377240203787796,2,0.5
0.1827956989247312,0.12151898734177215,2,1BC8_C,0.35294117647058826,2.0915629197778283,0.5294117647058824,0.0,0.29411764705882354,0.4117647058823529,3.659961388242686,2,0.8823529411764706
0.05621301775147929,0.035498489425981876,2,1BDH_A,0.05263157894736842,2.6300570762077933,0.47368421052631576,0.0,0.47368421052631576,0.10526315789473684,3.8945134079835855,2,0.6842105263157895
0.22641509433962265,0.1152073732718894,2,1BDT_B,0.08333333333333333,4.591430785477673,0.3333333333333333,0.0,0.4166666666666667,0.16666666666666666,3.890719408704761,3,0.3333333333333333
0.18867924528301888,0.10918114143920596,2,1BDV_B,0.0,4.907339924142338,0.3,0.0,0.5,0.1,3.9747025794863653,3,0.4
0.2222222222222222,0.1693227091633466,2,1BF4_A,0.14285714285714285,3.7704091021029664,0.35714285714285715,0.0,0.35714285714285715,0.35714285714285715,3.5062569966529926,2,0.8571428571428571
0.2857142857142857,0.3885542168674699,1,1BJ6_A,0.16666666666666666,2.466164734028363,0.3333333333333333,0.0,0.25,0.3333333333333333,3.3750696838185688,1,1.0
0.105,0.06270200387847447,2,1BNK_A,0.14285714285714285,1.9582005918517527,0.2857142857142857,0.0,0.2857142857142857,0.38095238095238093,3.9211174813433716,3,0.8571428571428571
0.25,0.1450980392156863,2,1BNZ_A,0.125,3.6869018511381406,0.3125,0.0,0.3125,0.4375,3.5577548628721334,1,1.0
0.14814814814814814,0.13151658767772512,1,1BRN_L,0.1875,2.532374065720399,0.25,0.125,0.375,0.3125,4.0415478475078865,2,0.9375
0.11304347826086956,0.05459610027855153,2,1BSS_A,0.07692307692307693,2.582656571094018,0.11538461538461539,0.0,0.6153846153846154,0.15384615384615385,3.9218048704731556,2,0.8461538461538461
0.06857142857142857,0.11692084241103849,4,1BVO_A,0.08333333333333333,3.4863146144329544,0.08333333333333333,0.08333333333333333,0.25,0.6666666666666666,3.913546140738592,1,1.0
0.1951219512195122,0.09295352323838081,2,1BY4_B,0.125,2.8382522604812177,0.125,0.125,0.25,0.5,4.1084544471003355,2,0.75
0.0639269406392694,0.04580152671755725,2,1C0W_B,0.0,1.5419867638579898,0.21428571428571427,0.0,0.42857142857142855,0.2857142857142857,3.642712686732485,2,0.8571428571428571
0.06030150753768844,0.16175507531106745,12,1C7Y_A,0.0,4.818767341333191,0.08333333333333333,0.0,0.16666666666666666,0.3333333333333333,4.44995784620143,2,0.9166666666666666
0.234375,0.1442687747035573,2,1C8C_A,0.13333333333333333,2.8472762967701866,0.3333333333333333,0.0,0.3333333333333333,0.4,3.629423014618218,1,1.0
0.06763285024154589,0.02848297213622291,2,1C9B_A,0.0,6.804473341249493,0.07142857142857142,0.0,0.21428571428571427,0.5714285714285714,6.241119966600732,5,0.42857142857142855
0.17777777777777778,0.0889978976874562,2,1C9B_B,0.125,2.334391934850742,0.40625,0.0,0.3125,0.1875,4.524361105089808,2,0.9375
0.0593607305936073,0.03508771929824561,1,1CBV_H,0.07692307692307693,2.7455050737901505,0.23076923076923078,0.07692307692307693,0.5384615384615384,0.07692307692307693,2.9013886889715645,1,1.0
0.0319634703196347,0.026564344746162927,1,1CBV_L,0.14285714285714285,7.564562848316945,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,2.9394453462424446,1,1.0
0.17318435754189945,0.10626319493314568,2,1CDW_A,0.12903225806451613,2.5499895189972555,0.4838709677419355,0.0,0.2903225806451613,0.1935483870967742,4.803953884256742,1,1.0
0.07106598984771574,0.038560411311053984,3,1CGP_A,0.0,2.1530500436994733,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.35714285714285715,3.359830121662449,2,0.8571428571428571
0.29213483146067415,0.2,2,1CIT_A,0.07692307692307693,3.2816381179044445,0.19230769230769232,0.038461538461538464,0.23076923076923078,0.4230769230769231,4.126466454613585,2,0.8461538461538461
0.24193548387096775,0.14435146443514643,2,1CJG_A,0.13333333333333333,2.615103967992676,0.4666666666666667,0.0,0.5333333333333333,0.06666666666666667,3.999491436561633,3,0.8
0.22535211267605634,0.1797153024911032,2,1CKT_A,0.1875,2.390048486861584,0.4375,0.0,0.375,0.1875,3.7151352506624398,1,1.0
0.09195402298850575,0.04729400292540224,2,1CL8_A,0.0,3.1473363342254492,0.20833333333333334,0.0,0.25,0.375,4.667870325635895,2,0.8333333333333334
0.02547065337763012,0.013683782685272998,2,1CLQ_A,0.17391304347826086,1.3257583411040499,0.43478260869565216,0.08695652173913043,0.43478260869565216,0.08695652173913043,4.7129566406243955,4,0.6086956521739131
0.08653846153846154,0.03431952662721893,2,1CMA_A,0.0,7.4614271041170745,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,3.9652688515764414,3,0.4444444444444444
0.17142857142857143,0.1952662721893491,2,1CO0_A,0.0,3.343054118025951,0.2777777777777778,0.1111111111111111,0.3888888888888889,0.16666666666666666,3.2886311460364497,1,1.0
0.23870967741935484,0.148,3,1CW0_A,0.08108108108108109,1.54913173185634,0.32432432432432434,0.05405405405405406,0.1891891891891892,0.32432432432432434,3.836363413794506,2,0.918918918918919
0.13580246913580246,0.05967741935483871,2,1CYQ_A,0.0,3.4121535091925783,0.2727272727272727,0.0,0.36363636363636365,0.22727272727272727,4.354112244517481,2,0.9090909090909091
0.07,0.04625684723067559,2,1D02_B,0.07142857142857142,4.495060156991337,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.35714285714285715,4.904949657011968,3,0.6428571428571429
0.16022099447513813,0.08409893992932863,2,1D3U_A,0.13793103448275862,2.848637070354131,0.41379310344827586,0.034482758620689655,0.27586206896551724,0.1724137931034483,4.875542600519771,1,1.0
0.09950248756218906,0.053918495297805645,2,1D3U_B,0.1,4.75422617695276,0.25,0.0,0.35,0.4,5.5592563681495095,5,0.6
0.052083333333333336,0.024024024024024024,2,1D5Y_A,0.13333333333333333,5.805054087800474,0.3333333333333333,0.06666666666666667,0.2,0.4,4.1828166068508486,2,0.8666666666666667
0.026622296173044926,0.013487881981032667,1,1D8Y_A,0.1875,1.7989604271845103,0.4375,0.0625,0.4375,0.1875,3.787652315214797,4,0.5
0.08681672025723473,0.06637168141592921,2,1DC1_B,0.1111111111111111,1.8299367092503058,0.2222222222222222,0.18518518518518517,0.25925925925925924,0.25925925925925924,4.597230897774233,4,0.7777777777777778
0.10802469135802469,0.07418738049713193,2,1DCT_A,0.02857142857142857,1.5683656027619772,0.17142857142857143,0.05714285714285714,0.34285714285714286,0.2857142857142857,3.698512755587567,2,0.9714285714285714
0.08695652173913043,0.04965831435079727,2,1DE8_A,0.20833333333333334,1.943059250590725,0.4583333333333333,0.08333333333333333,0.3333333333333333,0.16666666666666666,3.987803026061074,1,1.0
0.1003584229390681,0.04695259593679458,2,1DEW_B,0.17857142857142858,2.4417613868509425,0.35714285714285715,0.14285714285714285,0.32142857142857145,0.21428571428571427,4.14513273565348,1,1.0
0.2,0.07922912205567452,2,1DH3_A,0.0,6.316256418124612,0.18181818181818182,0.0,0.18181818181818182,0.6363636363636364,3.6720714058727606,2,0.9090909090909091
0.12374581939799331,0.06779661016949153,2,1DMU_A,0.05405405405405406,1.6548161586929293,0.16216216216216217,0.13513513513513514,0.1891891891891892,0.35135135135135137,3.948566583530338,6,0.3783783783783784
0.21052631578947367,0.17307692307692307,2,1DP7_P,0.125,5.019992920144206,0.25,0.0,0.3125,0.4375,3.982431051467626,2,0.6875
0.15654952076677317,0.10583501006036217,3,1DRG_A,0.08163265306122448,2.1213667591935246,0.2857142857142857,0.02040816326530612,0.30612244897959184,0.3877551020408163,4.658932818512629,5,0.6530612244897959
0.20238095238095238,0.09895052473763119,2,1DSZ_B,0.11764705882352941,2.763736383044657,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.5294117647058824,3.8794784536622573,3,0.5882352941176471
0.17857142857142858,0.075,2,1DU0_B,0.1,5.3496033578414535,0.2,0.1,0.3,0.4,4.773260920750118,4,0.5
0.19767441860465115,0.1083676268861454,2,1DUX_C,0.35294117647058826,2.2554576707886356,0.47058823529411764,0.058823529411764705,0.29411764705882354,0.4117647058823529,3.813012601710311,2,0.8823529411764706
0.17777777777777778,0.0903954802259887,2,1EA4_F,0.0,8.26628851138515,0.125,0.0,0.5,0.375,4.3538675775467155,2,0.625
0.08280254777070063,0.05494054940549405,2,1EBM_A,0.11538461538461539,1.9352037163801996,0.3076923076923077,0.038461538461538464,0.4230769230769231,0.11538461538461539,3.7698885645425277,2,0.9230769230769231
0.06060606060606061,0.03822692151281008,2,1EFA_B,0.1,2.5574504922717916,0.4,0.0,0.6,0.1,3.634181548990085,2,0.75
0.1388888888888889,0.1195840554592721,2,1EGW_B,0.0,3.5202184062166753,0.1,0.0,0.0,0.7,4.4260114347002695,2,0.5
0.03225806451612903,0.026235509456985967,1,1EHL_H,0.2857142857142857,3.146536103683381,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,3.5034841280346996,2,0.8571428571428571
0.02304147465437788,0.010746268656716417,1,1EHL_L,0.2,4.043174201859165,0.4,0.0,0.6,0.2,3.163202823828019,1,1.0
0.09417040358744394,0.05033185840707965,2,1EMH_A,0.14285714285714285,2.520434833424504,0.23809523809523808,0.047619047619047616,0.42857142857142855,0.14285714285714285,3.1411538724018615,1,1.0
0.11475409836065574,0.0657421674370827,2,1EOO_A,0.07142857142857142,2.5681906867240327,0.10714285714285714,0.03571428571428571,0.6428571428571429,0.14285714285714285,3.9850615179868236,1,1.0
0.12598425196850394,0.06611570247933884,2,1EQZ_E,0.0,5.1958738595003995,0.1875,0.0,0.125,0.625,9.807579963883635,5,0.4375
0.11728395061728394,0.05877616747181964,3,1EVW_A,0.0,2.8227044497843745,0.21052631578947367,0.0,0.3157894736842105,0.3157894736842105,4.0607164968431695,2,0.6842105263157895
0.125,0.09238776837996096,2,1EWN_A,0.16,1.9685802277052735,0.4,0.0,0.32,0.28,3.6672305860078334,2,0.96
0.22321428571428573,0.3085234093637455,1,1EYG_A,0.2,3.775533791331358,0.24,0.12,0.44,0.2,4.598768982148641,4,0.64
0.14102564102564102,0.08497246262785209,2,1EYU_A,0.0,2.3263956316412076,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.3181818181818182,3.8516085937482396,3,0.8636363636363636
0.04838709677419355,0.025236593059936908,1,1F0V_A,0.0,4.175686254908762,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,3.1155625113873313,1,1.0
0.21212121212121213,0.13743218806509946,2,1F2I_G,0.07142857142857142,5.4483302828329006,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,4.349582955827054,1,1.0
0.1550632911392405,0.10135674381484437,3,1F44_A,0.08163265306122448,1.9713090268139772,0.2857142857142857,0.02040816326530612,0.2857142857142857,0.40816326530612246,4.668750751882313,6,0.6326530612244898
0.2923076923076923,0.5066666666666667,2,1F4S_P,0.05263157894736842,2.460339128524103,0.10526315789473684,0.0,0.3157894736842105,0.5263157894736842,3.9760841457107063,3,0.7894736842105263
0.11666666666666667,0.060228452751817235,2,1F5T_A,0.0,1.7799507052738504,0.07142857142857142,0.0,0.42857142857142855,0.42857142857142855,3.771321792838659,3,0.7857142857142857
0.11374407582938388,0.0776283618581907,2,1F6O_A,0.16666666666666666,1.937046874436596,0.3333333333333333,0.0,0.2916666666666667,0.3333333333333333,3.779856718921641,3,0.875
0.06993006993006994,0.04334226988382484,4,1FIU_A,0.05,2.72435457147844,0.05,0.15,0.35,0.3,3.9529927412492984,3,0.75
0.08333333333333333,0.03490821546795065,3,1FLO_B,0.08823529411764706,2.2947491203635537,0.11764705882352941,0.0,0.5294117647058824,0.35294117647058826,4.9094846839796755,6,0.5
0.06687898089171974,0.05453054530545305,2,1FN7_A,0.09523809523809523,2.2862029827011887,0.2857142857142857,0.047619047619047616,0.42857142857142855,0.14285714285714285,3.61815930390468,2,0.9523809523809523
0.06338028169014084,0.03523452983924246,2,1FOK_A,0.1111111111111111,1.281197819753669,0.16666666666666666,0.027777777777777776,0.5,0.2777777777777778,4.18510965145798,7,0.6944444444444444
0.15,0.05327868852459016,2,1FOS_E,0.0,5.766732190018673,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,3.6357026638080434,2,0.8888888888888888
0.046511627906976744,0.010899182561307902,2,1FYM_A,0.0,14.536704584135624,0.25,0.0,0.0,0.5,4.196123153204329,2,0.75
0.25842696629213485,0.15176151761517614,2,1G2D_C,0.08695652173913043,3.0696048805515552,0.21739130434782608,0.0,0.34782608695652173,0.43478260869565216,5.089109724158107,5,0.34782608695652173
0.24719101123595505,0.11748633879781421,2,1G2F_C,0.09090909090909091,3.3562697630506597,0.18181818181818182,0.0,0.36363636363636365,0.45454545454545453,5.256551822131192,5,0.36363636363636365
0.09669211195928754,0.059777424483306835,2,1G38_A,0.10526315789473684,2.0415223006316605,0.15789473684210525,0.13157894736842105,0.18421052631578946,0.39473684210526316,4.395931470381127,7,0.4473684210526316
0.17391304347826086,0.11406844106463879,2,1G4D_A,0.08333333333333333,3.4687186782833,0.3333333333333333,0.0,0.16666666666666666,0.25,3.9577433904468835,2,0.6666666666666666
0.2236842105263158,0.15602263540824576,4,1G9Z_A,0.058823529411764705,2.1186188363831313,0.20588235294117646,0.08823529411764706,0.38235294117647056,0.29411764705882354,4.235663325977004,3,0.9117647058823529
0.25,0.14042553191489363,2,1GAT_A,0.06666666666666667,1.9228951537389907,0.4,0.0,0.3333333333333333,0.3333333333333333,4.446249538039337,3,0.5333333333333333
0.2222222222222222,0.23586744639376217,2,1GCC_A,0.2857142857142857,2.673244237819976,0.2857142857142857,0.0,0.21428571428571427,0.42857142857142855,3.918657144396636,1,1.0
0.15384615384615385,0.09622641509433963,2,1GD2_E,0.1,5.427000858300088,0.1,0.0,0.3,0.5,3.732614751397511,1,1.0
0.1366120218579235,0.11867977528089887,3,1GDT_A,0.08,5.4981311512990425,0.32,0.0,0.2,0.4,5.5252388133702794,3,0.36
0.05090909090909091,0.03031654034774855,2,1GJI_A,0.07142857142857142,3.706541690107994,0.07142857142857142,0.0,0.35714285714285715,0.5714285714285714,5.119833405392912,3,0.8571428571428571
0.19753086419753085,0.07484076433121019,2,1GLU_A,0.125,3.6774745136593103,0.1875,0.0,0.25,0.5,4.3352530871238955,2,0.6875
0.03017832647462277,0.021963169454299714,3,1GM5_A,0.13636363636363635,3.4097093048789597,0.3181818181818182,0.045454545454545456,0.3181818181818182,0.22727272727272727,5.524687688694466,4,0.45454545454545453
0.2625,0.18701700154559506,2,1GT0_D,0.14285714285714285,2.3498841630927187,0.23809523809523808,0.0,0.23809523809523808,0.47619047619047616,4.5288987762136665,1,1.0
0.18446601941747573,0.10278113663845223,2,1GXP_A,0.15789473684210525,2.2624886804946787,0.2631578947368421,0.10526315789473684,0.2631578947368421,0.3684210526315789,3.6479470782874643,2,0.9473684210526315
0.10215053763440861,0.058419243986254296,2,1H6F_B,0.15789473684210525,3.4749619544853148,0.3157894736842105,0.0,0.3684210526315789,0.2631578947368421,3.968436614757868,2,0.8421052631578947
0.16901408450704225,0.07321131447587355,2,1H88_B,0.08333333333333333,6.607638417299831,0.25,0.0,0.3333333333333333,0.5,3.849899851874547,1,1.0
0.14473684210526316,0.06419180201082754,2,1H88_C,0.13636363636363635,3.385108701381012,0.18181818181818182,0.045454545454545456,0.3181818181818182,0.45454545454545453,4.314000836184259,4,0.5
0.171875,0.08759124087591241,2,1H89_A,0.09090909090909091,5.656069052462297,0.18181818181818182,0.0,0.36363636363636365,0.5454545454545454,3.5912040951762227,1,1.0
0.09016393442622951,0.06063829787234042,2,1H9D_C,0.0,2.629464102487373,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.6363636363636364,3.864292653751479,3,0.8181818181818182
0.07327586206896551,0.05016357688113413,2,1H9T_A,0.0,3.3124107594169154,0.17647058823529413,0.058823529411764705,0.35294117647058826,0.29411764705882354,3.74197237050855,1,1.0
0.2247191011235955,0.1548480463096961,2,1HBX_E,0.05,2.5712837288391333,0.15,0.0,0.25,0.55,4.19620672816775,3,0.55
0.40384615384615385,0.42488262910798125,2,1HCR_A,0.09523809523809523,2.8317757639848056,0.3333333333333333,0.0,0.2857142857142857,0.2857142857142857,4.029117080300635,1,1.0
0.21052631578947367,0.09917355371900827,2,1HDD_C,0.16666666666666666,4.42548881935729,0.25,0.0,0.3333333333333333,0.5,4.252983132413841,3,0.6666666666666666
0.0391566265060241,0.014624881291547959,1,1HHT_P,0.038461538461538464,2.016531517769603,0.3076923076923077,0.07692307692307693,0.34615384615384615,0.23076923076923078,4.164501084901687,7,0.38461538461538464
0.09166666666666666,0.06316916488222699,2,1HJB_C,0.0,3.1612938041825958,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.6363636363636364,3.9379135517544746,2,0.9090909090909091
0.1125,0.07922272047832586,2,1HLO_A,0.0,5.912623304652407,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,4.445256726578091,2,0.7777777777777778
0.25190839694656486,0.15384615384615385,2,1HLV_A,0.06060606060606061,3.711536802934072,0.09090909090909091,0.030303030303030304,0.3333333333333333,0.3939393939393939,5.038056892130978,6,0.42424242424242425
0.1917808219178082,0.12888198757763975,2,1HRY_A,0.14285714285714285,3.8371891672218514,0.2857142857142857,0.0,0.35714285714285715,0.35714285714285715,5.435869976688074,6,0.35714285714285715
0.07384615384615385,0.026558891454965358,2,1HUO_A,0.08333333333333333,2.18440764665815,0.20833333333333334,0.20833333333333334,0.3333333333333333,0.16666666666666666,4.59771425639976,3,0.4583333333333333
0.07207207207207207,0.04261363636363636,2,1HW2_A,0.0,3.5904910191477657,0.25,0.0625,0.25,0.3125,3.8213647630592478,2,0.75
0.20270270270270271,0.15146579804560262,2,1HWT_D,0.06666666666666667,5.238266787938071,0.2,0.0,0.2,0.5333333333333333,4.465124501739231,2,0.9333333333333333
0.034358047016274866,0.016366223908918405,1,1HYS_A,0.15789473684210525,4.902488211729004,0.2631578947368421,0.10526315789473684,0.3157894736842105,0.2631578947368421,8.788394201886739,5,0.3157894736842105
0.002352941176470588,0.0002937720329024677,1,1HYS_B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
0.02734375,0.01805758906783797,2,1I6J_A,0.14285714285714285,5.360112391818782,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,3.354118561652615,2,0.8571428571428571
0.05806451612903226,0.03182647476180823,1,1I7D_A,0.08333333333333333,2.447944070937746,0.3055555555555556,0.1388888888888889,0.19444444444444445,0.2222222222222222,4.249824482804448,5,0.6666666666666666
0.018779342723004695,0.015113350125944584,1,1I8M_B,0.25,4.467692390457118,0.5,0.0,0.25,0.25,2.9130609594472223,1,1.0
0.13815789473684212,0.10134003350083752,4,1IAW_A,0.023809523809523808,5.040608304609534,0.09523809523809523,0.14285714285714285,0.2619047619047619,0.3333333333333333,6.552596034433451,5,0.5476190476190477
0.2,0.12018669778296383,2,1IF1_A,0.14285714285714285,3.8106188695315497,0.3333333333333333,0.0,0.2857142857142857,0.38095238095238093,4.531502046173392,5,0.38095238095238093
0.2,0.19095477386934673,2,1IG4_A,0.13333333333333333,4.332245623310166,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.3333333333333333,4.484268094382437,2,0.6
0.27586206896551724,0.18067226890756302,2,1IG7_A,0.1875,2.4758945776931855,0.25,0.0,0.25,0.5,4.052286054170666,3,0.5625
0.04562043795620438,0.029634734665747762,4,1IJS_P,0.2,4.402718806319087,0.28,0.08,0.4,0.12,6.071394270099053,7,0.6
0.05338078291814947,0.025183150183150184,2,1IMH_C,0.06666666666666667,1.790035661396944,0.06666666666666667,0.06666666666666667,0.4,0.4,4.276519456903702,2,0.9333333333333333
